"external_gene_name","hsapiens_homolog_associated_gene_name"
"CSF1","CSF1"
"G0S2","G0S2"
"CERS3","CERS3"
"PIKFYVE","PIKFYVE"
"FICD","FICD"
"SH3D19","SH3D19"
"TMEM168","TMEM168"
"CRYAB","CRYAB"
"CAMK1G","CAMK1G"
"PSMA1","PSMA1"
"ANKRD13A","ANKRD13A"
"SP4","SP4"
"HSPB2","HSPB2"
"MEF2A","MEF2A"
"CES5A","CES5A"
"BMT2","SAMTOR"
"BLVRA","BLVRA"
"C7H11orf52","C11orf52"
"STMN4","STMN4"
"EPS8L3","EPS8L3"
"TOX3","TOX3"
"DLAT","DLAT"
"FAM133B","FAM133B"
"","TOX3"
"GPR85","GPR85"
"MED13L","MED13L"
"SWT1","SWT1"
"PDE3B","PDE3B"
"IRX5","IRX5"
"MTMR9","MTMR9"
"PRSS48","PRSS48"
"KBTBD2","KBTBD2"
"IVNS1ABP","IVNS1ABP"
"PALS2","PALS2"
"RPS3A","RPS3A"
"","CXCR5"
"RP9","RP9"
"NKD1","NKD1"
"URGCP","URGCP"
"PTH2R","PTH2R"
"GSTM3","GSTM3"
"BCL9L","BCL9L"
"LRBA","LRBA"
"SNX20","SNX20"
"TDH",""
"LYSMD4","LYSMD4"
"CDK6","CDK6"
"CCNYL1",""
"","GSTM4"
"NOD2","NOD2"
"MSRA","MSRA"
"FOXR1","FOXR1"
"CYP2R1","CYP2R1"
"MRPS24","MRPS24"
"SAMD9","SAMD9"
"ADAMTS17","ADAMTS17"
"UPK2","UPK2"
"UBE2D4","UBE2D4"
"FKBP9","FKBP9"
"SAMD9L","SAMD9L"
"GSDME","GSDME"
"CALCA","CALCA"
"DBNL","DBNL"
"TAOK3","TAOK3"
"CYLD","CYLD"
"NT5C3A","NT5C3A"
"FREM3","FREM3"
"","CALCA"
"","MTURN"
"HEPACAM2","HEPACAM2"
"SMARCA5","SMARCA5"
"APBA2","APBA2"
"PRSS55","PRSS55"
"","CALCB"
"FZD4","FZD4"
"PGAM2","PGAM2"
"SHCBP1","SHCBP1"
"IKZF1","IKZF1"
"ADRA1A","ADRA1A"
"HTATIP2","HTATIP2"
"MCEE","MCEE"
"PRSS23","PRSS23"
"MAB21L2","MAB21L2"
"VPS50","VPS50"
"PIH1D2","PIH1D2"
"GAB1","GAB1"
"ZNRF2","ZNRF2"
"C1R","C1R"
"MPHOSPH10","MPHOSPH10"
"VPS35","VPS35"
"NKAPD1","NKAPD1"
"NOD1","NOD1"
"NUGGC","NUGGC"
"FAN1","FAN1"
"PEBP1","PEBP1"
"PRMT3","PRMT3"
"TIMM8B","TIMM8B"
"CTSC","CTSC"
"ORC6","ORC6"
"DYNLRB2","DYNLRB2"
"C3H16orf87","C16orf87"
"IL18","IL18"
"DCLK2","DCLK2"
"PTS","PTS"
"CMIP","CMIP"
"CFAP300","CFAP300"
"TRAPPC4",""
"ELP3","ELP3"
"MYLK3","MYLK3"
"GGCT","GGCT"
"MTMR10","MTMR10"
"YAP1","YAP1"
"SLC6A5","SLC6A5"
"SLC10A7","SLC10A7"
"GARS1","GARS1"
"CENATAC","CENATAC"
"KCNA6","KCNA6"
"GPT2","GPT2"
"BIRC3","BIRC2"
"RAB38","RAB38"
"RPS25",""
"NR3C2","NR3C2"
"NELL1","NELL1"
"WSB2","WSB2"
"CCM2","CCM2"
"DNAJA2","DNAJA2"
"TMEM123","TMEM123"
"SLC37A4","SLC37A4"
"PLCG2","PLCG2"
"ARHGAP10","ARHGAP10"
"UBL5",""
"U6","RNU6-1078P"
"","PRG4"
"KCNA5","KCNA5"
"NETO2","NETO2"
"DEFB135","DEFB135"
"U6","RNU6-801P"
"MMP7","MMP7"
"U5",""
"eca-mir-29c-2","MIR29C"
"CCND2","CCND2"
"EPHX2","EPHX2"
"FBXL12","FBXL12"
"eca-mir-29c","MIR29C"
"TPR","TPR"
"MMP20","MMP20"
"eca-mir-29b-2","MIR29B2"
"ITFG1","ITFG1"
"eca-mir-7177a",""
"eca-mir-8972",""
"C7H11orf87","C11orf87"
"eca-mir-205","MIR205"
"CLEC3A","CLEC3A"
"PDGFD","PDGFD"
"TMCO1","TMCO1"
"CMTR2","CMTR2"
"VSIG10","VSIG10"
"PRMT9","PRMT9"
"DDI1","DDI1"
"PLET1","PLET1"
"GUCY1A2","GUCY1A2"
"WWOX","WWOX"
"","ZNF266"
"TRPM1","TRPM1"
"MYOD1","MYOD1"
"PHKB","PHKB"
"IL10RA","IL10RA"
"ALKBH8","ALKBH8"
"RFC5","RFC5"
"ELMOD1","ELMOD1"
"KCNC1","KCNC1"
"AKAP3","AKAP3"
"EDNRA","EDNRA"
"NACAD","NACAD"
"FAM167A","FAM167A"
"CRHR2","CRHR2"
"SCN4B","SCN4B"
"SLC35F2","SLC35F2"
"NDUFA9","NDUFA9"
"BLK","BLK"
"ODR4","ODR4"
"TTC29","TTC29"
"NFE2L3","NFE2L3"
"SERGEF","SERGEF"
"KSR2","KSR2"
"MAF","MAF"
"SCARNA2","SCARNA2"
"MIR197","MIR197"
"NEIL2","NEIL2"
"RAB39A","RAB39A"
"PPM1J","PPM1J"
"CDYL2","CDYL2"
"TMPRSS4","TMPRSS4"
"ITFG2","ITFG2"
"SRRM4","SRRM4"
"GATA4","GATA4"
"CMC2","CMC2"
"UCP1","UCP1"
"PDC","PDC"
"ABCC12","ABCC12"
"HNRNPA2B1","HNRNPA2B1"
"TBRG4","TBRG4"
"CUL5","CUL5"
"NRIP2","NRIP2"
"RNFT2","RNFT2"
"","SLC16A1"
"IL15","IL15"
"PTGS2","PTGS2"
"CENPN","CENPN"
"GALNT8","GALNT8"
"CTSB","CTSB"
"","TMIGD3"
"SUDS3","SUDS3"
"SNX10","SNX10"
"ZNF423","ZNF423"
"GULO",""
"C5H1orf21",""
"CRACR2A","CRACR2A"
"TNS3","TNS3"
"ARRDC4","ARRDC4"
"ATMIN","ATMIN"
"REELD1","REELD1"
"SPRING1","SPRING1"
"CLU","CLU"
"MALSU1","MALSU1"
"ACAT1","ACAT1"
"NR2F2","NR2F2"
"C3H16orf46","C16orf46"
"GCSH","GCSH"
"ZNF827","ZNF827"
"ATXN7L2","ATXN7L2"
"U2","RNU2-13P"
"SALL1","SALL1"
"","IGF2BP3"
"SLC12A3","SLC12A3"
"TESC","TESC"
"","PKD1L2"
"DNAH11","DNAH11"
"TJP1","TJP1"
"NPAT","NPAT"
"CALCR","CALCR"
"BCO1","BCO1"
"PARP11","PARP11"
"SCARA3","SCARA3"
"XPR1","XPR1"
"TFPI2","TFPI2"
"GAN","GAN"
"C4orf51","C4orf51"
"GNGT1","GNGT1"
"CCDC25","CCDC25"
"MMAA","MMAA"
"SCN2B","SCN2B"
"CHD9","CHD9"
"ATM","ATM"
"SERGEF","TPH1"
"NTF3","NTF3"
"FBXW8","FBXW8"
"OTUD4","OTUD4"
"HYDIN","HYDIN"
"HYOU1","HYOU1"
"SAAL1","SAAL1"
"KIAA1614","KIAA1614"
"CLEC1A","CLEC1A"
"ESCO2","ESCO2"
"CDCA7L","CDCA7L"
"RBL2","RBL2"
"GALNT7","GALNT7"
"ARNTL","BMAL1"
"ANAPC10","ANAPC10"
"","ZNF426"
"CRYBB2","CRYBB2"
"STX6","STX6"
"RAPGEF5","RAPGEF5"
"ENTREP2","ENTREP2"
"PBK","PBK"
"C7H11orf65","C11orf65"
"AKTIP","AKTIP"
"NOS1","NOS1"
"OLR1","OLR1"
"MARCHF1","MARCHF1"
"C2CD2L","C2CD2L"
"","ZNF721"
"ABCE1","ABCE1"
"NLRC5","NLRC5"
"EXPH5","EXPH5"
"ZNF177","ZNF177"
"SCARA5","SCARA5"
"TMA16",""
"ELMOD2","ELMOD2"
"TMEM52B","TMEM52B"
"VPS11","VPS11"
"OR7E220",""
"MAGEL2","MAGEL2"
"NDN","NDN"
"BTBD10","BTBD10"
"DDX10","DDX10"
"","KLRC4"
"","KLRC3"
"","KLRC2"
"","KLRC1"
"MGAT4D","MGAT4D"
"SNURF","SNURF"
"OR7E225","OR7E24"
"MYO18B","MYO18B"
"ANXA10","ANXA10"
"SNRPN","SNRPN"
"MMP13","MMP13"
"KLRD1","KLRD1"
"TRIM35","TRIM35"
"","SCOC"
"DPAGT1","DPAGT1"
"","PSME3"
"LINS1","LINS1"
"GNAO1",""
"GALNTL6","GALNTL6"
"PTH","PTH"
"","OR7E24"
"DCUN1D5","DCUN1D5"
"PTK2B","PTK2B"
"CLGN","CLGN"
"NUDT21","NUDT21"
"MAML3","MAML3"
"OR7D20","OR7D4"
"FAR1","FAR1"
"ASB7","ASB7"
"TOMM7","TOMM7"
"MGST2","MGST2"
"OGFOD1","OGFOD1"
"CHRNA2","CHRNA2"
"","TAS2R50"
"","TAS2R19"
"","TAS2R31"
"","TAS2R20"
"","TAS2R30"
"","TAS2R43"
"","TAS2R46"
"","RP1L1"
"Y_RNA","Y_RNA"
"HPGD","HPGD"
"","TIMM17A"
"C2H8orf74","C8orf74"
"eca-mir-703",""
"DYNC2H1","DYNC2H1"
"HMBS","HMBS"
"ALDH1A3","ALDH1A3"
"eca-mir-489","MIR489"
"SOX7","SOX7"
"eca-mir-653","MIR653"
"OR7D2","OR7D2"
"MTSS2","MTSS2"
"PINX1","XKR6"
"ZNF317","ZNF317"
"CEP44","CEP44"
"SMIM10L1","SMIM10L1"
"INPP4B","INPP4B"
"BBS2","BBS2"
"TAS2R42","TAS2R42"
"FASLG","FASLG"
"VAC14","VAC14"
"ETV6","ETV6"
"IL6","IL6"
"NAV2","NAV2"
"OR7G49",""
"DEFB134","DEFB134"
"FBXO8","FBXO8"
"MR1","MR1"
"BNIP3L","BNIP3L"
"","AP2S1"
"IL10","IL10"
"H2AX","H2AX"
"HAND2","HAND2"
"HINFP","HINFP"
"PNMA2","PNMA2"
"IL34","IL34"
"SCRG1","SCRG1"
"LRRK1","LRRK1"
"PRELP","PRELP"
"TRIM29","TRIM29"
"SAP30","SAP30"
"OPTC","OPTC"
"SF3B3","SF3B3"
"FGF23","FGF23"
"DPYSL2","DPYSL2"
"","OR7G2"
"COG4","COG4"
"OAF","OAF"
"NUCKS1","NUCKS1"
"FGF6","FGF6"
"HMGB2","HMGB2"
"U6","RNU6-1061P"
"U7","RNU7-80P"
"TLCD5","TLCD5"
"SNORD116",""
"","DEFB131A"
"","DEFB131B"
"SNORA9","SNORA9"
"POU2F1","POU2F1"
"CHSY1","CHSY1"
"SNORA5C","SNORA5C"
"","DEFB136"
"SNORA5A","SNORA5A"
"IZUMO1R","IZUMO1R"
"AADAT","AADAT"
"SELENOS","SELENOS"
"ADAM28","ADAM28"
"IER5","IER5"
"MFAP3L","MFAP3L"
"PSMA2","PSMA2"
"FCSK","FCSK"
"ARHGEF12","ARHGEF12"
"CPE","CPE"
"USH1C","USH1C"
"CACNA1E","CACNA1E"
"CHORDC1","CHORDC1"
"SNRPA1","SNRPA1"
"MSMO1","MSMO1"
"ADAMDEC1","ADAMDEC1"
"ST3GAL2","ST3GAL2"
"TLL1","TLL1"
"ADAM7","ADAM7"
"PCSK6","PCSK6"
"AP1G1","AP1G1"
"U7","RNU7-151P"
"FERRY3","FERRY3"
"SNORD73","SNORD73B"
"SNORD73","SNORD73A"
"TMEM184C","TMEM184C"
"","TRIM43"
"","TRIM43B"
"NEFM","NEFM"
"","MMAA"
"PSMD7","PSMD7"
"NDUFA9","DYRK4"
"DBX1","DBX1"
"HPF1",""
"CD247","CD247"
"NEFL","NEFL"
"","PTMA"
"CREG1","CREG1"
"UBTFL1","UBTFL1"
"SPON1","SPON1"
"DOCK5","DOCK5"
"CLCN3","CLCN3"
"ZFHX3","ZFHX3"
"","UBTFL1"
"DPT","DPT"
"GRIK4","GRIK4"
"TNFSF4","TNFSF18"
"TM2D3","TM2D3"
"NEK1","NEK1"
"FOLH1","FOLH1"
"RAD51AP1","RAD51AP1"
"PMFBP1","PMFBP1"
"RRAS2","RRAS2"
"PRDX6","PRDX6"
"TARS3","TARS3"
"DHX38","DHX38"
"KLRK1","KLRK1"
"eca-mir-34b","MIR34B"
"U6","RNU6-988P"
"eca-mir-34c","MIR34C"
"eca-mir-138-1","MIR138-2"
"TEX12","TEX12"
"TBCEL","TBCEL"
"BCO2","BCO2"
"SLC9C2","SLC9C2"
"OR1M1","OR1M1"
"BIRC3","BIRC3"
"TEX50","TEX50"
"COPB1","COPB1"
"TXNL4B","TXNL4B"
"GNRH1","GNRH1"
"ANKRD45","ANKRD45"
"","MUC16"
"CWF19L2","CWF19L2"
"KLRB1","KLRB1"
"KLF13","KLF13"
"","HPR"
"","HP"
"AMFR","AMFR"
"KCTD9","KCTD9"
"ZDHHC13","ZDHHC13"
"KLRF1","KLRF1"
"TECTA","TECTA"
"FANCF","FANCF"
"MPZL1","MPZL1"
"SC5D","SC5D"
"DHODH","DHODH"
"GAS2","GAS2"
"CDCA2","CDCA2"
"","SPRYD7"
"PGPEP1L","PGPEP1L"
"PKD1L3","PKD1L3"
"CLEC2D","CLEC2D"
"","MBD3L1"
"ADCY10","ADCY10"
"SVIP","SVIP"
"SORL1","SORL1"
"IGF1R","IGF1R"
"OTOG","OTOG"
"CLECL1P",""
"CD69","CD69"
"U6","U6"
"","MBD3L4"
"","MBD3L3"
"","MBD3L2B"
"","MBD3L2"
"","MBD3L5"
"eca-mir-492-1","MIR492"
"CLEC2B","CLEC2B"
"IST1","IST1"
"CLEC12A","CLEC12A"
"DDX60","DDX60"
"DCAF6","DCAF6"
"","SAA4"
"ZNF821","ZNF821"
"ZNF558","ZNF558"
"","ZDHHC19"
"CMKLR1","CMKLR1"
"ATXN1L","ATXN1L"
"","ACTL9"
"","MRGPRX3"
"","MRGPRX4"
"","MRGPRX2"
"","MRGPRX1"
"ABCG4","ABCG4"
"U6","RNU6-46P"
"U6","RNU6-626P"
"U6","RNU6-283P"
"U6","RNU6-1034P"
"U6","RNU6-969P"
"","OR2Z1"
"SNORD93","SNORD93"
"MIR148A","MIR148A"
"eca-mir-196b","MIR196B"
"eca-mir-1302b-2",""
"OR7D28P",""
"WSCD2","WSCD2"
"NHERF4","NHERF4"
"SCRN1","SCRN1"
"CASQ2","CASQ2"
"NLRX1","NLRX1"
"CREB5","CREB5"
"VANGL1","VANGL1"
"ABCB5",""
"GPR161","GPR161"
"NGF","NGF"
"IGF2BP3","IGF2BP3"
"","SLC7A4"
"DRC12","DRC12"
"NFILZ","NFILZ"
"","NBPF1"
"","NBPF26"
"","NBPF19"
"","NBPF8"
"","NBPF4"
"","NBPF15"
"","NBPF11"
"","NBPF20"
"","NBPF9"
"","NBPF12"
"","NBPF6"
"","NBPF14"
"","NBPF10"
"","NBPF3"
"OR7H3",""
"CBL","CBL"
"TSPAN2","TSPAN2"
"HPS5","HPS5"
"MCAM","MCAM"
"IGSF3","IGSF3"
"","MZT2A"
"","MZT2B"
"LDHA","LDHA"
"CD2","CD2"
"RNF26","RNF26"
"TIPRL","TIPRL"
"PHB2","PHB2"
"RHEX","RHEX"
"UBASH3B","UBASH3B"
"GTF2H1","GTF2H1"
"SFT2D2","SFT2D2"
"EMG1","EMG1"
"CRTAM","CRTAM"
"TBX19","TBX19"
"XCL1","XCL2"
"XCL1","XCL1"
"LPCAT3","LPCAT3"
"C8H12orf43","C12orf43"
"JHY","JHY"
"EBF2","EBF2"
"OASL","OASL"
"ILDR2","ILDR2"
"BSX","BSX"
"MARVELD3","MARVELD3"
"HNF1A","HNF1A"
"C1S","C1S"
"LDHC","LDHC"
"U6","RNU6-1236P"
"TAT","TAT"
"","SNORD5"
"CHST4","CHST4"
"DPPA3","DPPA3"
"SNORD6","SNORD6"
"SNORA8","SNORA8"
"TSG101","TSG101"
"","SNORA32"
"SPPL3","SPPL3"
"","ZNF19"
"CD58","CD58"
"","CLMP"
"GDF3","GDF3"
"U6","RNU6-3P"
"PPP2R2A","PPP2R2A"
"APOBEC1","APOBEC1"
"ZNF23","ZNF23"
"eca-mir-8984",""
"eca-mir-8993-2",""
"AICDA","AICDA"
"UBASH3B",""
"UEVLD","UEVLD"
"PRAM1","PRAM1"
"","CCR5"
"MAEL","MAEL"
"GFRA2","GFRA2"
"KPLCE","KPLCE"
"MFAP5","MFAP5"
"CALB2","CALB2"
"","LCE2C"
"","LCE2D"
"","LCE2B"
"","LCE2A"
"","OR10AG1"
"ACADS","ACADS"
"","HIKESHI"
"NQO1","NQO1"
"BTG2","BTG2"
"PIN1",""
"","TUBA3D"
"","TUBA3E"
"RIMKLB","RIMKLB"
"FMOD","FMOD"
"DOK2","DOK2"
"NOB1","NOB1"
"UNC119B","UNC119B"
"A2ML1","A2ML1"
"SPTY2D1","SPTY2D1"
"ZNF699","ZNF699"
"WWP2","WWP2"
"TMEM86A","TMEM86A"
"CABP1","CABP1"
"XPO7","XPO7"
"BUD13","BUD13"
"KLHL20","KLHL20"
"PHC1","PHC1"
"MON1B","MON1B"
"PTPN5","PTPN5"
"POP5","POP5"
"DDX19B","DDX19B"
"CENPL","CENPL"
"NPM2","NPM2"
"DARS2","DARS2"
"FGF17","FGF17"
"AARS1","AARS1"
"DMTN","DMTN"
"M6PR","M6PR"
"PDIK1L","PDIK1L"
"TRIM63","TRIM63"
"KLRG1","KLRG1"
"CD101","CD101"
"VAMP4","VAMP4"
"EXOSC6","EXOSC6"
"CLEC18B","CLEC18A"
"CLEC18B","CLEC18B"
"CLEC18B","CLEC18C"
"SEC16B","SEC16B"
"PTGFRN","PTGFRN"
"GRIK3","GRIK3"
"SLC22A15","SLC22A15"
"FHIP2B","FHIP2B"
"PDPR","PDPR"
"U6","RNU6-1181P"
"MAB21L3","MAB21L3"
"","SNORD109A"
"","SNORD109B"
"NHLH2","NHLH2"
"U6","RNU6-202P"
"U6","RNU6-300P"
"A2M","A2M"
"TENT5C","TENT5C"
"RFWD3","RFWD3"
"NUDT18","NUDT18"
"SNORD116","SNORD116-28"
"SNORD116","SNORD116-29"
"SNORD116","SNORD116-25"
"SNORD116","SNORD116-27"
"SNORD116","SNORD116-26"
"SNORD116","SNORD116-30"
"CLIC4","CLIC4"
"SNORD115","SNORD115"
"SNORD115","SNORD115-47"
"","DPEP2NB"
"HR","HR"
"MLKL","MLKL"
"SNORD115","SNORD115-48"
"SNORD107","SNORD107"
"HMCN1","HMCN1"
"MAN1A2","MAN1A2"
"SNORD115","SNORD115-45"
"FA2H","FA2H"
"SNORD108","SNORD108"
"LAPTM5","LAPTM5"
"WDR59","WDR59"
"GABRG1","GABRG1"
"PLEKHG6","PLEKHG6"
"SNORD115","SNORD115-46"
"VTCN1","VTCN1"
"OCIAD2","OCIAD2"
"eca-mir-9051",""
"PAQR7","PAQR7"
"ZNRF1","ZNRF1"
"eca-mir-211","MIR211"
"eca-mir-9045",""
"UCHL1","UCHL1"
"COX6A1","COX6A1"
"LDHD","LDHD"
"RNF10","RNF10"
"ZFP1","ZFP1"
"MRGPRX2",""
"GPR3","GPR3"
"COQ5","COQ5"
"TNFRSF1A","TNFRSF1A"
"MICAL2","MICAL2"
"SLC30A9","SLC30A9"
"CD164L2","CD164L2"
"","CTRB2"
"","CTRB1"
"BCAR1","BCAR1"
"TRIM45","TRIM45"
"GATC","GATC"
"TEC","TEC"
"MAP3K6","MAP3K6"
"MSI1","MSI1"
"CFDP1","CFDP1"
"TTF2",""
"COP1","COP1"
"SRSF9","SRSF9"
"SYTL1","SYTL1"
"PDE4DIP","PDE4DIP"
"PARVA","PARVA"
"PLA2G1B","PLA2G1B"
"SIRT4","SIRT4"
"PXN","PXN"
"SOX6","SOX6"
"DNM3","DNM3"
"ADD3","ADD3"
"RASAL2","RASAL2"
"SEC22B","SEC22B"
"TMEM174","TMEM174"
"NOTCH2","NOTCH2"
"XPNPEP1","XPNPEP1"
"BDP1","BDP1"
"LGI3","LGI3"
"C2H1orf216","C1orf216"
"","REG4"
"SDR42E1","SDR42E1"
"AUNIP","AUNIP"
"SORCS1","SORCS1"
"REEP4","REEP4"
"FOXF1","FOXF1"
"APOA5","APOA5"
"","SPRR1A"
"","SPRR1B"
"KPRP","KPRP"
"ZPR1","ZPR1"
"OR13A31",""
"CRNN","CRNN"
"MTHFSD","MTHFSD"
"BIN3","BIN3"
"CLEC20A","CLEC20A"
"CLRN3","CLRN3"
"FLG2","FLG2"
"","SERF1A"
"METTL13","METTL13"
"STYK1","STYK1"
"SMNDC1","SMNDC1"
"FOXI2","FOXI2"
"","HRNR"
"OR12J2",""
"MXI1","MXI1"
"FOXC2","FOXC2"
"MTFR1L","MTFR1L"
"SIK3","SIK3"
"YBX3","YBX3"
"TCHH","RPTN"
"GPR26","GPR26"
"ZNF366","ZNF366"
"TCHHL1","TCHHL1"
"C7H11orf58","C11orf58"
"PIGC","PIGC"
"S100A11","S100A11"
"FOXL1","FOXL1"
"CPXM2","CPXM2"
"FOXM1","FOXM1"
"S100A10","S100A10"
"PRSS38","PRSS38"
"SUCO","SUCO"
"CFAP58","CFAP58"
"SFTPC","SFTPC"
"THEM5","THEM5"
"C2CD4D","C2CD4D"
"SNAP47","SNAP47"
"TLX1","TLX1"
"ZC3H18","ZC3H18"
"PLEKHA7","PLEKHA7"
"SYCE1","SYCE1"
"BMP1","BMP1"
"RAB35","RAB35"
"ABL2","ABL2"
"APOA4","APOA4"
"NFASC","NFASC"
"PHYHIP","PHYHIP"
"JMJD4","JMJD4"
"APOC3","APOC3"
"TXK","TXK"
"CARTPT","CARTPT"
"GLRX3","GLRX3"
"","POLR3D"
"ZCCHC14","ZCCHC14"
"APOA1","APOA1"
"MCCC2","MCCC2"
"GCN1","GCN1"
"SELENON","SELENON"
"PIWIL2","PIWIL2"
"TMEM33","TMEM33"
"PAFAH1B2","PAFAH1B2"
"RPS13",""
"ABRAXAS2","ABRAXAS2"
"CNTN2","CNTN2"
"SLC39A14","SLC39A14"
"SERINC2","SERINC2"
"TAGLN","TAGLN"
"TCERG1L","TCERG1L"
"NIPAL1","NIPAL1"
"CHST6","CHST6"
"CHST6","CHST5"
"NPS","NPS"
"FAM20B","FAM20B"
"CNGA1","CNGA1"
"PPP3CC","PPP3CC"
"PIK3C2A","PIK3C2A"
"PCSK7","PCSK7"
"BUB3","BUB3"
"","GPX1"
"TMEM170A","TMEM170A"
"MATN1","MATN1"
"RELL1","RELL1"
"WASF2","WASF2"
"TOR3A","TOR3A"
"TMEM231","TMEM231"
"BICDL1","BICDL1"
"RNF214","RNF214"
"NUCB2","NUCB2"
"GABARAPL2","GABARAPL2"
"LINGO4","LINGO4"
"DLGAP3","DLGAP3"
"C3H4orf19","PGCKA1"
"HMX2","HMX2"
"RORC","RORC"
"ADAT1","ADAT1"
"HMX3","HMX3"
"SORBS3","SORBS3"
"SMIM12","SMIM12"
"","SMN2"
"","SMN1"
"CHST15","CHST15"
"ZNF469","ZNF469"
"GNPDA2","GNPDA2"
"TDRKH","TDRKH"
"BACE1","BACE1"
"ACADSB","ACADSB"
"CIT","CIT"
"PDLIM2","PDLIM2"
"GUF1","GUF1"
"RUNX3","RUNX3"
"KARS1","KARS1"
"","NCR3LG1"
"OAZ3","OAZ3"
"ZFPM1","ZFPM1"
"KCNJ11","KCNJ11"
"","GUF1"
"SLC30A2","SLC30A2"
"C2H8orf58","C8orf58"
"IKZF5","IKZF5"
"TERF2IP","TERF2IP"
"C16orf95","C16orf95"
"CEP164","CEP164"
"NAIP","NAIP"
"YIPF7","YIPF7"
"","DUX4"
"CCAR2","CCAR2"
"PSTK","PSTK"
"ABCC8","ABCC8"
"MRPL9","MRPL9"
"ADAD2","ADAD2"
"GABRA4","GABRA4"
"FBXO31","FBXO31"
"EGR3","EGR3"
"COX7B2","COX7B2"
"","FAM24B"
"","FAM24A"
"EXTL1","EXTL1"
"CELF3","CELF3"
"","GTF2H2"
"","GTF2H2C"
"PEBP4","PEBP4"
"","MKI67"
"ADAMTS18","ADAMTS18"
"PAFAH2","PAFAH2"
"OCIAD1","OCIAD1"
"PRKAB1","PRKAB1"
"SNX27","SNX27"
"OCLN","OCLN"
"PTPRE","PTPRE"
"RHOBTB2","RHOBTB2"
"NUDT7","NUDT7"
"","EIF3G"
"CDH18","CDH18"
"ITPRIP","ITPRIP"
"CD59","CD59"
"CCDC60","CCDC60"
"VAT1L","VAT1L"
"MARVELD2","MARVELD2"
"FBXO3","FBXO3"
"STMN1","STMN1"
"DSCAML1","DSCAML1"
"TULP3","TULP3"
"","DERL3"
"TUFT1","TUFT1"
"TRIO","TRIO"
"GSTO1","GSTO1"
"FRYL","FRYL"
"TNFRSF10B","TNFRSF10A"
"NKAIN1","NKAIN1"
"CGN",""
"AXDND1","AXDND1"
"RHNO1","RHNO1"
"","TNFRSF10A"
"RAD17","RAD17"
"GSTO2","GSTO2"
"HMGCS2","HMGCS2"
"TMEM81","TMEM81"
"","FXYD2"
"CHMP7","CHMP7"
"","EEF1AKMT2"
"RAG2","RAG2"
"PHGDH","PHGDH"
"R3HCC1","R3HCC1"
"JAML","JAML"
"SOAT1","SOAT1"
"IFTAP","IFTAP"
"LHPP","LHPP"
"CFAP43","CFAP43"
"RASSF10","RASSF10"
"LOXL2","LOXL2"
"RBBP5","RBBP5"
"AK6","AK6"
"PUM1","PUM1"
"ZNF697","ZNF697"
"MPZL3","MPZL3"
"ENTPD4","ENTPD4"
"NKX1-2","NKX1-2"
"EHF","EHF"
"NPHS2","NPHS2"
"OAT","OAT"
"TAF9","TAF9"
"IRX1","IRX1"
"HSD3B2","HSD3B2"
"HSD3B2","HSD3B1"
"IRX2","IRX2"
"OR9E4",""
"HAO2","HAO2"
"DSTYK","DSTYK"
"","DNAJA1"
"TDRD5","TDRD5"
"SFR1","SFR1"
"TENT4A","TENT4A"
"CTBP2","CTBP2"
"WARS2","WARS2"
"FGF8","FGF8"
"GCSAML","GCSAML"
"SLC10A4","SLC10A4"
"MPZL2","MPZL2"
"PRKAB2","PRKAB2"
"ZAR1","ZAR1"
"MTRR","MTRR"
"FBXW4","FBXW4"
"SYT13","SYT13"
"SLC25A37","SLC25A37"
"APBB2","APBB2"
"CD3E","CD3E"
"TMCC2","TMCC2"
"ELF5","ELF5"
"GJA5","GJA5"
"TOR1AIP2","TOR1AIP2"
"POLL","POLL"
"FASTKD3","FASTKD3"
"SNORD111B","SNORD111B"
"SNORD111","SNORD111"
"MARCHF11","MARCHF11"
"SNORD71","SNORD71"
"NKX3-1","NKX3-1"
"NUAK2","NUAK2"
"eca-mir-9079",""
"ACP6","ACP6"
"CD3D","CD3D"
"WNT9A","WNT9A"
"MIR140","MIR140"
"APIP","APIP"
"DPCD","DPCD"
"ZRANB1","ZRANB1"
"AQP12","AQP12A"
"AQP12","AQP12B"
"NKX2-6","NKX2-6"
"PHLPP2","PHLPP2"
"SLC9A3","SLC9A3"
"FBXL7","FBXL7"
"BCL9","BCL9"
"STC1","STC1"
"NSUN7","NSUN7"
"KLHDC8A","KLHDC8A"
"PWWP2B","PWWP2B"
"CD3G","CD3G"
"TOR1AIP1","TOR1AIP1"
"SEMA5A","SEMA5A"
"MYO10","MYO10"
"ZNF19","ZNF19"
"TMEM171","TMEM171"
"RBM47","RBM47"
"HJURP","HJURP"
"CHD1L","CHD1L"
"PNOC","PNOC"
"LEMD1","LEMD1"
"PDHX","PDHX"
"UBE4A","UBE4A"
"FCHO2","FCHO2"
"ZMYM6","ZMYM6"
"SH3BP4","SH3BP4"
"NFAT5","NFAT5"
"LRRC27","LRRC27"
"ZNF395","ZNF395"
"ACACB","ACACB"
"BTRC","BTRC"
"CHRNA9","CHRNA9"
"RGS16","RGS16"
"CDK18","CDK18"
"DDX19A","DDX19A"
"KCTD8","KCTD8"
"FMO5","FMO5"
"GLG1","GLG1"
"","TIGD1"
"STK32C","STK32C"
"TNPO1","TNPO1"
"CES3","CES3"
"FBXO16","FBXO16"
"BOK","BOK"
