horse_symbol,horse_gene_id,human_gene_id,human_symbol,status
AMFR,100061759,267.0,AMFR,OK
AMH,102148318,268.0,AMH,OK
AMHR2,100063905,269.0,AMHR2,OK
AMIGO1,100058158,57463.0,AMIGO1,OK
AMIGO2,100050463,347902.0,AMIGO2,OK
AMIGO3,102151043,386724.0,AMIGO3,OK
AMMECR1,100054363,9949.0,AMMECR1,OK
AMMECR1L,100067484,83607.0,AMMECR1L,OK
AMN,106782539,81693.0,AMN,OK
AMN1,100069892,196394.0,AMN1,OK
AMOT,100054069,154796.0,AMOT,OK
AMOTL1,100067270,154810.0,AMOTL1,OK
AMOTL2,100053062,51421.0,AMOTL2,OK
AMPD1,100065374,270.0,AMPD1,OK
AMPD2,100061723,271.0,AMPD2,OK
AMPD3,100055812,272.0,AMPD3,OK
AMPH,100062724,273.0,AMPH,OK
AMT,100053253,275.0,AMT,OK
AMTN,100054100,401138.0,AMTN,OK
AMZ1,100059978,155185.0,AMZ1,OK
AMZ2,100062918,51321.0,AMZ2,OK
ANAPC1,100051869,64682.0,ANAPC1,OK
ANAPC10,100062837,10393.0,ANAPC10,OK
ANAPC11,100055053,51529.0,ANAPC11,OK
ANAPC13,100053101,25847.0,ANAPC13,OK
ANAPC15,100066106,25906.0,ANAPC15,OK
ANAPC16,100072806,119504.0,ANAPC16,OK
ANAPC2,100059767,29882.0,ANAPC2,OK
ANAPC4,100067388,29945.0,ANAPC4,OK
ANAPC5,100058548,51433.0,ANAPC5,OK
ANAPC7,100058376,51434.0,ANAPC7,OK
ANG,100034041,283.0,ANG,OK
ANGEL1,100058855,23357.0,ANGEL1,OK
ANGEL2,100050459,90806.0,ANGEL2,OK
ANGPT1,100056482,284.0,ANGPT1,OK
ANGPT2,100051890,285.0,ANGPT2,OK
ANGPT4,100067818,51378.0,ANGPT4,OK
ANGPTL1,100052931,9068.0,ANGPTL1,OK
ANGPTL2,100067146,23452.0,ANGPTL2,OK
ANGPTL3,100054159,27329.0,ANGPTL3,OK
ANGPTL4,100067036,51129.0,ANGPTL4,OK
ANGPTL5,100068749,253935.0,ANGPTL5,OK
ANGPTL6,100058425,83854.0,ANGPTL6,OK
ANGPTL7,100051411,10218.0,ANGPTL7,OK
ANGPTL8,111774288,55908.0,ANGPTL8,OK
ANHX,100060646,647589.0,ANHX,OK
ANK1,100055459,286.0,ANK1,OK
ANK2,100064198,287.0,ANK2,OK
ANK3,100062775,288.0,ANK3,OK
ANKAR,100069288,150709.0,ANKAR,OK
ANKDD1A,100066607,348094.0,ANKDD1A,OK
ANKDD1B,100073282,728780.0,ANKDD1B,OK
ANKEF1,100051345,63926.0,ANKEF1,OK
ANKFN1,100070645,162282.0,ANKFN1,OK
ANKFY1,100072709,51479.0,ANKFY1,OK
ANKH,100070193,56172.0,ANKH,OK
ANKHD1,100072419,54882.0,ANKHD1,OK
ANKIB1,100061269,54467.0,ANKIB1,OK
ANKK1,100054819,255239.0,ANKK1,OK
ANKLE2,100061570,23141.0,ANKLE2,OK
ANKMY1,100146642,51281.0,ANKMY1,OK
ANKMY2,100052981,57037.0,ANKMY2,OK
ANKRA2,100073292,57763.0,ANKRA2,OK
ANKRD1,100071482,27063.0,ANKRD1,OK
ANKRD10,100066458,55608.0,ANKRD10,OK
ANKRD11,100050107,29123.0,ANKRD11,OK
ANKRD12,100049929,23253.0,ANKRD12,OK
ANKRD13A,100066442,88455.0,ANKRD13A,OK
ANKRD13B,100072173,124930.0,ANKRD13B,OK
ANKRD13C,100053662,81573.0,ANKRD13C,OK
ANKRD13C-DT,102150552,,,NO_ORTHOLOG
ANKRD13D,100059036,338692.0,ANKRD13D,OK
ANKRD16,100070343,54522.0,ANKRD16,OK
ANKRD17,100055546,26057.0,ANKRD17,OK
ANKRD2,100070700,26287.0,ANKRD2,OK
ANKRD22,100071652,118932.0,ANKRD22,OK
ANKRD23,100051256,200539.0,ANKRD23,OK
ANKRD24,100146929,170961.0,ANKRD24,OK
ANKRD27,100055611,84079.0,ANKRD27,OK
ANKRD28,100052418,23243.0,ANKRD28,OK
ANKRD29,100059056,147463.0,ANKRD29,OK
ANKRD31,100073283,256006.0,ANKRD31,OK
ANKRD33,100062582,341405.0,ANKRD33,OK
ANKRD33B,100070835,651746.0,ANKRD33B,OK
ANKRD34A,100065323,284615.0,ANKRD34A,OK
ANKRD34B,100073257,340120.0,ANKRD34B,OK
ANKRD34C,100059741,390616.0,ANKRD34C,OK
ANKRD35,100065173,148741.0,ANKRD35,OK
ANKRD37,100630630,353322.0,ANKRD37,OK
ANKRD39,100062047,51239.0,ANKRD39,OK
ANKRD40,100070058,91369.0,ANKRD40,OK
ANKRD40CL,100630693,55018.0,ANKRD40CL,OK
ANKRD42,100061659,338699.0,ANKRD42,OK
ANKRD44,100070473,91526.0,ANKRD44,OK
ANKRD45,100060817,339416.0,ANKRD45,OK
ANKRD46,100055980,157567.0,ANKRD46,OK
ANKRD49,100060970,54851.0,ANKRD49,OK
ANKRD50,100063702,57182.0,ANKRD50,OK
ANKRD52,100059440,283373.0,ANKRD52,OK
ANKRD53,100060148,79998.0,ANKRD53,OK
ANKRD54,100054842,129138.0,ANKRD54,OK
ANKRD55,100061880,79722.0,ANKRD55,OK
ANKRD6,100071064,22881.0,ANKRD6,OK
ANKRD60,100147467,140731.0,ANKRD60,OK
ANKRD61,100629209,100310846.0,ANKRD61,OK
ANKRD63,111768309,100131244.0,ANKRD63,OK
ANKRD65,100147581,441869.0,ANKRD65,OK
ANKRD66,100629193,100287718.0,ANKRD66,OK
ANKRD7,100071298,56311.0,ANKRD7,OK
ANKRD9,106782552,122416.0,ANKRD9,OK
ANKS1A,100062898,23294.0,ANKS1A,OK
ANKS1B,100052606,56899.0,ANKS1B,OK
ANKS3,100066145,124401.0,ANKS3,OK
ANKS4B,100057947,257629.0,ANKS4B,OK
ANKS6,100063895,203286.0,ANKS6,OK
ANKUB1,100058185,389161.0,ANKUB1,OK
ANKZF1,100056175,55139.0,ANKZF1,OK
ANLN,100070572,54443.0,ANLN,OK
ANO1,100061836,55107.0,ANO1,OK
ANO10,100054874,55129.0,ANO10,OK
ANO2,100051900,57101.0,ANO2,OK
ANO3,100072243,63982.0,ANO3,OK
ANO4,100066706,121601.0,ANO4,OK
ANO5,100072055,203859.0,ANO5,OK
ANO6,100055262,196527.0,ANO6,OK
ANO7,100067683,50636.0,ANO7,OK
ANO8,100146761,57719.0,ANO8,OK
ANO9,100054456,338440.0,ANO9,OK
ANOS1,100053718,3730.0,ANOS1,OK
ANP32A,100065117,8125.0,ANP32A,OK
ANP32B,100064179,10541.0,ANP32B,OK
ANP32E,100054493,81611.0,ANP32E,OK
ANPEP,100050397,,,NO_ORTHOLOG
ANTKMT,100067088,65990.0,ANTKMT,OK
ANTXR1,100061334,84168.0,ANTXR1,OK
ANTXR2,100051770,118429.0,ANTXR2,OK
ANXA1,100033940,301.0,ANXA1,OK
ANXA10,100067630,11199.0,ANXA10,OK
ANXA11,100064425,311.0,ANXA11,OK
ANXA13,100067174,312.0,ANXA13,OK
ANXA2,100054320,302.0,ANXA2,OK
ANXA2R,102150455,389289.0,ANXA2R,OK
ANXA3,100059394,306.0,ANXA3,OK
ANXA4,100050657,307.0,ANXA4,OK
ANXA5,100072241,308.0,ANXA5,OK
ANXA6,100071569,309.0,ANXA6,OK
ANXA7,100072856,310.0,ANXA7,OK
ANXA9,100059291,8416.0,ANXA9,OK
AOAH,100055508,313.0,AOAH,OK
AOC1,100063930,26.0,AOC1,OK
AOC2,100630218,314.0,AOC2,OK
AOC3,100065767,8639.0,AOC3,OK
AOPEP,100061428,84909.0,AOPEP,OK
AOX1,100070976,316.0,AOX1,OK
AOX4,100067782,,,NO_ORTHOLOG
AP1AR,100072722,55435.0,AP1AR,OK
AP1B1,100059054,162.0,AP1B1,OK
AP1G1,100054483,164.0,AP1G1,OK
AP1G2,100052094,8906.0,AP1G2,OK
AP1M1,100069477,8907.0,AP1M1,OK
AP1M2,100055078,10053.0,AP1M2,OK
AP1S1,100060194,1174.0,AP1S1,OK
AP1S2,100629680,8905.0,AP1S2,OK
AP1S3,100061230,130340.0,AP1S3,OK
AP2A1,100056103,160.0,AP2A1,OK
AP2A2,100056318,161.0,AP2A2,OK
AP2B1,100058050,163.0,AP2B1,OK
AP2M1,100058961,1173.0,AP2M1,OK
AP2S1,100071193,1175.0,AP2S1,OK
AP3B1,100065436,8546.0,AP3B1,OK
AP3B2,100146798,8120.0,AP3B2,OK
AP3D1,100068522,8943.0,AP3D1,OK
AP3M1,100064191,26985.0,AP3M1,OK
AP3M2,100050305,10947.0,AP3M2,OK
AP3S1,100073158,1176.0,AP3S1,OK
AP3S2,100069456,10239.0,AP3S2,OK
AP4B1,100059318,10717.0,AP4B1,OK
AP4E1,100055314,23431.0,AP4E1,OK
AP4M1,100068686,9179.0,AP4M1,OK
AP4S1,100050137,11154.0,AP4S1,OK
AP5B1,100057559,91056.0,AP5B1,OK
AP5M1,100050758,55745.0,AP5M1,OK
AP5S1,100052366,55317.0,AP5S1,OK
AP5Z1,100060677,9907.0,AP5Z1,OK
APAF1,100052552,317.0,APAF1,OK
APBA1,100056735,320.0,APBA1,OK
APBA2,100059336,321.0,APBA2,OK
APBA3,100146445,9546.0,APBA3,OK
APBB1,100069964,322.0,APBB1,OK
APBB1IP,100065539,54518.0,APBB1IP,OK
APBB2,100054890,323.0,APBB2,OK
APBB3,100061937,10307.0,APBB3,OK
APC,100064431,324.0,APC,OK
APC2,100147102,10297.0,APC2,OK
APCDD1,100055678,147495.0,APCDD1,OK
APCDD1L,100056293,164284.0,APCDD1L,OK
APCS,100053475,325.0,APCS,OK
APEH,100053100,327.0,APEH,OK
APELA,106782838,100506013.0,APELA,OK
APEX1,100072588,328.0,APEX1,OK
APEX2,100062550,27301.0,APEX2,OK
APH1A,100054581,51107.0,APH1A,OK
APH1B,100067205,83464.0,APH1B,OK
API5,100050009,8539.0,API5,OK
APIP,100060978,51074.0,APIP,OK
APLF,100061683,200558.0,APLF,OK
APLN,102149746,8862.0,APLN,OK
APLNR,100066889,187.0,APLNR,OK
APLP1,100060016,333.0,APLP1,OK
APLP2,100072668,334.0,APLP2,OK
APMAP,100057777,57136.0,APMAP,OK
APOA1,100062583,335.0,APOA1,OK
APOA2,100066043,336.0,APOA2,OK
APOA4,100062506,337.0,APOA4,OK
APOA5,100071101,116519.0,APOA5,OK
APOB,100071824,338.0,APOB,OK
APOBEC1,100061100,339.0,APOBEC1,OK
APOBEC2,100066057,10930.0,APOBEC2,OK
APOBEC3H,100070262,164668.0,APOBEC3H,OK
APOBEC3Z1B,100070206,,,NO_ORTHOLOG
APOBEC3Z2A-Z2,100070250,,,NO_ORTHOLOG
APOBEC3Z2E,100302571,,,NO_ORTHOLOG
APOBEC4,100051909,403314.0,APOBEC4,OK
APOBR,100066345,55911.0,APOBR,OK
APOC1,102147873,,,NO_ORTHOLOG
APOC2,100065532,344.0,APOC2,OK
APOC3,111774219,345.0,APOC3,OK
APOC4,100065506,346.0,APOC4,OK
APOD,100069410,347.0,APOD,OK
APOE,100065481,348.0,APOE,OK
APOF,100059518,319.0,APOF,OK
APOH,100063250,350.0,APOH,OK
APOL5,100069341,80831.0,APOL5,OK
APOL6,100069335,80830.0,APOL6,OK
APOLD1,100066662,81575.0,APOLD1,OK
APOM,100050362,55937.0,APOM,OK
APOO,100060141,79135.0,APOO,OK
APOOL,100072334,139322.0,APOOL,OK
APP,100066294,351.0,APP,OK
APPBP2,100071336,10513.0,APPBP2,OK
APPL1,100058653,26060.0,APPL1,OK
APPL2,100068170,55198.0,APPL2,OK
APRG1,102148056,,,NO_ORTHOLOG
APRT,100051212,353.0,APRT,OK
APTX,100068091,54840.0,APTX,OK
AQP1,100069916,358.0,AQP1,OK
AQP10,100062408,89872.0,AQP10,OK
AQP11,100063181,282679.0,AQP11,OK
AQP12,100067436,653437.0,AQP12B,OK
AQP2,100059758,359.0,AQP2,OK
AQP3,100053851,360.0,AQP3,OK
AQP4,100051905,361.0,AQP4,OK
AQP5,111767458,362.0,AQP5,OK
AQP6,100629869,363.0,AQP6,OK
AQP7,100068324,364.0,AQP7,OK
AQP8,100061706,343.0,AQP8,OK
AQP9,100054508,366.0,AQP9,OK
AQR,100057637,9716.0,AQR,OK
AR,100033980,367.0,AR,OK
ARAF,100061212,369.0,ARAF,OK
ARAP1,100052506,116985.0,ARAP1,OK
ARAP2,100065339,116984.0,ARAP2,OK
ARAP3,100072169,64411.0,ARAP3,OK
ARB2A,102148790,83989.0,ARB2A,OK
ARC,100146865,23237.0,ARC,OK
ARCN1,100063087,372.0,ARCN1,OK
AREG,100050528,374.0,AREG,OK
AREL1,100051130,9870.0,AREL1,OK
ARF1,100060911,375.0,ARF1,OK
ARF2,100049809,,,NO_ORTHOLOG
ARF3,100051578,377.0,ARF3,OK
ARF4,100050816,378.0,ARF4,OK
ARF5,100056654,381.0,ARF5,OK
ARF6,100065920,382.0,ARF6,OK
ARFGAP1,111770054,55738.0,ARFGAP1,OK
ARFGAP2,100051105,84364.0,ARFGAP2,OK
ARFGAP3,100071070,26286.0,ARFGAP3,OK
ARFGEF1,100063272,10565.0,ARFGEF1,OK
ARFGEF2,100071351,10564.0,ARFGEF2,OK
ARFGEF3,100073198,57221.0,ARFGEF3,OK
ARFIP1,100629457,27236.0,ARFIP1,OK
ARFIP2,100055212,23647.0,ARFIP2,OK
ARFRP1,100146495,10139.0,ARFRP1,OK
ARG1,100073086,383.0,ARG1,OK
ARG2,100034051,384.0,ARG2,OK
ARGFX,100070784,503582.0,ARGFX,OK
ARGLU1,100051338,55082.0,ARGLU1,OK
ARHGAP1,100050810,392.0,ARHGAP1,OK
ARHGAP10,100070647,79658.0,ARHGAP10,OK
ARHGAP11A,100071763,9824.0,ARHGAP11A,OK
ARHGAP12,100055065,94134.0,ARHGAP12,OK
ARHGAP15,100051192,55843.0,ARHGAP15,OK
ARHGAP17,100069347,55114.0,ARHGAP17,OK
ARHGAP18,100073070,93663.0,ARHGAP18,OK
ARHGAP19,100070751,84986.0,ARHGAP19,OK
ARHGAP20,100070234,57569.0,ARHGAP20,OK
ARHGAP21,100066007,57584.0,ARHGAP21,OK
ARHGAP22,100063193,58504.0,ARHGAP22,OK
ARHGAP23,106782827,57636.0,ARHGAP23,OK
ARHGAP24,100052555,83478.0,ARHGAP24,OK
ARHGAP25,100061509,9938.0,ARHGAP25,OK
ARHGAP26,100072093,23092.0,ARHGAP26,OK
ARHGAP27,100050074,201176.0,ARHGAP27,OK
ARHGAP28,100059766,79822.0,ARHGAP28,OK
ARHGAP29,100051002,9411.0,ARHGAP29,OK
ARHGAP30,100066336,257106.0,ARHGAP30,OK
ARHGAP31,100071056,57514.0,ARHGAP31,OK
ARHGAP32,100072600,9743.0,ARHGAP32,OK
ARHGAP33,100059898,115703.0,ARHGAP33,OK
ARHGAP35,100065944,2909.0,ARHGAP35,OK
ARHGAP36,100058309,158763.0,ARHGAP36,OK
ARHGAP39,100064564,80728.0,ARHGAP39,OK
ARHGAP4,100057993,393.0,ARHGAP4,OK
ARHGAP40,100070248,343578.0,ARHGAP40,OK
ARHGAP42,100068652,143872.0,ARHGAP42,OK
ARHGAP44,100073101,9912.0,ARHGAP44,OK
ARHGAP45,102149595,23526.0,ARHGAP45,OK
ARHGAP5,100056199,394.0,ARHGAP5,OK
ARHGAP6,100147041,395.0,ARHGAP6,OK
ARHGAP8,100629845,23779.0,ARHGAP8,OK
ARHGAP9,100050388,64333.0,ARHGAP9,OK
ARHGDIA,100049942,396.0,ARHGDIA,OK
ARHGDIB,100064001,397.0,ARHGDIB,OK
ARHGDIG,100146456,398.0,ARHGDIG,OK
ARHGEF1,102150569,9138.0,ARHGEF1,OK
ARHGEF10,100065281,9639.0,ARHGEF10,OK
ARHGEF10L,100052916,55160.0,ARHGEF10L,OK
ARHGEF11,100064689,9826.0,ARHGEF11,OK
ARHGEF12,100071503,23365.0,ARHGEF12,OK
ARHGEF15,100073056,22899.0,ARHGEF15,OK
ARHGEF16,100060769,27237.0,ARHGEF16,OK
ARHGEF17,100065731,9828.0,ARHGEF17,OK
ARHGEF18,100066300,23370.0,ARHGEF18,OK
ARHGEF19,100053592,128272.0,ARHGEF19,OK
ARHGEF2,100057582,9181.0,ARHGEF2,OK
ARHGEF25,100050699,115557.0,ARHGEF25,OK
ARHGEF26,100054189,26084.0,ARHGEF26,OK
ARHGEF28,100073291,64283.0,ARHGEF28,OK
ARHGEF3,100051041,50650.0,ARHGEF3,OK
ARHGEF33,100629693,100271715.0,ARHGEF33,OK
ARHGEF37,100071691,389337.0,ARHGEF37,OK
ARHGEF38,100073042,54848.0,ARHGEF38,OK
ARHGEF39,100067890,84904.0,ARHGEF39,OK
ARHGEF40,100072713,55701.0,ARHGEF40,OK
ARHGEF5,100058328,7984.0,ARHGEF5,OK
ARHGEF6,100056622,9459.0,ARHGEF6,OK
ARHGEF7,100066489,8874.0,ARHGEF7,OK
ARHGEF9,100054217,23229.0,ARHGEF9,OK
ARID1A,100071048,8289.0,ARID1A,OK
ARID1B,100061001,57492.0,ARID1B,OK
ARID2,100055426,196528.0,ARID2,OK
ARID3A,100147532,1820.0,ARID3A,OK
ARID3B,100051675,10620.0,ARID3B,OK
ARID3C,100068524,138715.0,ARID3C,OK
ARID4A,100051059,5926.0,ARID4A,OK
ARID4B,100058766,51742.0,ARID4B,OK
ARID5A,100062248,10865.0,ARID5A,OK
ARID5B,100072374,84159.0,ARID5B,OK
ARIH1,100063423,25820.0,ARIH1,OK
ARIH2,100053691,10425.0,ARIH2,OK
ARK2C,100068804,494470.0,ARK2C,OK
ARK2N,100053277,147339.0,ARK2N,OK
ARL1,100052976,400.0,ARL1,OK
ARL10,100068932,285598.0,ARL10,OK
ARL11,102150556,115761.0,ARL11,OK
ARL13A,100060135,392509.0,ARL13A,OK
ARL13B,100072908,200894.0,ARL13B,OK
ARL14,100049824,80117.0,ARL14,OK
ARL14EP,100072557,120534.0,ARL14EP,OK
ARL14EPL,100064195,644100.0,ARL14EPL,OK
ARL15,100062980,54622.0,ARL15,OK
ARL16,100629157,339231.0,ARL16,OK
ARL2,100056286,402.0,ARL2,OK
ARL2BP,100062265,23568.0,ARL2BP,OK
ARL3,100059896,403.0,ARL3,OK
ARL4A,100052666,10124.0,ARL4A,OK
ARL4C,100057460,10123.0,ARL4C,OK
ARL4D,100051867,379.0,ARL4D,OK
ARL5A,100050291,26225.0,ARL5A,OK
ARL5B,100068038,221079.0,ARL5B,OK
ARL5C,100055098,390790.0,ARL5C,OK
ARL6,100072567,84100.0,ARL6,OK
ARL6IP1,100050211,23204.0,ARL6IP1,OK
ARL6IP4,100058978,51329.0,ARL6IP4,OK
ARL6IP5,100053342,10550.0,ARL6IP5,OK
ARL6IP6,100050511,151188.0,ARL6IP6,OK
ARL8A,100052198,127829.0,ARL8A,OK
ARL8B,100052748,55207.0,ARL8B,OK
ARL9,100058411,132946.0,ARL9,OK
ARMC1,100052510,55156.0,ARMC1,OK
ARMC10,100058288,83787.0,ARMC10,OK
ARMC12,100053594,221481.0,ARMC12,OK
ARMC2,100072196,84071.0,ARMC2,OK
ARMC3,100066680,219681.0,ARMC3,OK
ARMC5,100064673,79798.0,ARMC5,OK
ARMC6,100071113,93436.0,ARMC6,OK
ARMC7,100052109,79637.0,ARMC7,OK
ARMC8,100066776,25852.0,ARMC8,OK
ARMC9,100064101,80210.0,ARMC9,OK
ARMCX1,102148146,51309.0,ARMCX1,OK
ARMCX2,100060746,9823.0,ARMCX2,OK
ARMCX3,100057749,51566.0,ARMCX3,OK
ARMCX4,100060474,100131755.0,ARMCX4,OK
ARMCX5,102149973,64860.0,ARMCX5,OK
ARMH1,100065876,339541.0,ARMH1,OK
ARMH2,102147713,101928603.0,ARMH2,OK
ARMH3,100070070,79591.0,ARMH3,OK
ARMH4,100058887,145407.0,ARMH4,OK
ARMT1,100063142,79624.0,DCPH1,OK
ARNT,100059178,405.0,ARNT,OK
ARNT2,100067423,9915.0,ARNT2,OK
ARNTL,100034115,406.0,BMAL1,OK
ARNTL2,100069111,56938.0,BMAL2,OK
ARPC1A,100059256,10552.0,ARPC1A,OK
ARPC1B,100059292,10095.0,ARPC1B,OK
ARPC2,100058331,10109.0,ARPC2,OK
ARPC3,100058336,10094.0,ARPC3,OK
ARPC5,100051848,10092.0,ARPC5,OK
ARPC5L,100067289,81873.0,ARPC5L,OK
ARPIN,102149083,348110.0,ARPIN,OK
ARPP19,100069511,10776.0,ARPP19,OK
ARPP21,100050660,10777.0,ARPP21,OK
ARR3,100056358,407.0,ARR3,OK
ARRB1,100064657,408.0,ARRB1,OK
ARRB2,100072892,409.0,ARRB2,OK
ARRDC1,100059025,92714.0,ARRDC1,OK
ARRDC2,100070547,27106.0,ARRDC2,OK
ARRDC3,100065030,57561.0,ARRDC3,OK
ARRDC4,100055139,91947.0,ARRDC4,OK
ARRDC5,100062384,645432.0,ARRDC5,OK
ARSA,100056911,410.0,ARSA,OK
ARSB,100073268,411.0,ARSB,OK
ARSF,100064771,,,NO_ORTHOLOG
ARSG,100062864,22901.0,ARSG,OK
ARSH,100064719,347527.0,ARSH,OK
ARSI,100071647,340075.0,ARSI,OK
ARSJ,100072604,79642.0,ARSJ,OK
ARSK,100073230,153642.0,ARSK,OK
ARSL,100064693,415.0,ARSL,OK
ART1,100052937,417.0,ART1,OK
ART3,100051066,419.0,ART3,OK
ART4,100067242,420.0,ART4,OK
ART5,100066272,116969.0,ART5,OK
ARTN,106782773,9048.0,ARTN,OK
ARV1,100060950,64801.0,ARV1,OK
ARVCF,100050796,421.0,ARVCF,OK
ARX,100146541,170302.0,ARX,OK
AS3MT,100069819,57412.0,AS3MT,OK
ASAH1,100054433,427.0,ASAH1,OK
ASAH2,100071829,,,NO_ORTHOLOG
ASAP1,100068654,50807.0,ASAP1,OK
ASAP2,100072516,8853.0,ASAP2,OK
ASAP3,100071599,55616.0,ASAP3,OK
ASB1,100059795,,,NO_ORTHOLOG
ASB10,100064203,136371.0,ASB10,OK
ASB11,100050799,140456.0,ASB11,OK
ASB13,100070388,79754.0,ASB13,OK
ASB14,100058612,142686.0,ASB14,OK
ASB15,102149796,142685.0,ASB15,OK
ASB16,100051179,92591.0,ASB16,OK
ASB17,100067240,127247.0,ASB17,OK
ASB18,100630909,401036.0,ASB18,OK
ASB2,100064381,51676.0,ASB2,OK
ASB3,100052747,51130.0,ASB3,OK
ASB4,100052021,51666.0,ASB4,OK
ASB5,100061344,140458.0,ASB5,OK
ASB6,100069992,140459.0,ASB6,OK
ASB7,100050201,140460.0,ASB7,OK
ASB8,100050927,140461.0,ASB8,OK
ASB9,100055785,140462.0,ASB9,OK
ASCC1,100072800,51008.0,ASCC1,OK
ASCC2,100058860,84164.0,ASCC2,OK
ASCC3,100066202,10973.0,ASCC3,OK
ASCL1,100146286,429.0,ASCL1,OK
ASCL2,100146349,430.0,ASCL2,OK
ASCL4,100068816,121549.0,ASCL4,OK
ASCL5,102150255,647219.0,ASCL5,OK
ASF1A,102147766,25842.0,ASF1A,OK
ASGR1,100061471,432.0,ASGR1,OK
ASGR2,100072939,,,NO_ORTHOLOG
ASH1L,100057386,55870.0,ASH1L,OK
ASH2L,100059465,9070.0,ASH2L,OK
ASIC1,100630368,41.0,ASIC1,OK
ASIC2,100058355,40.0,ASIC2,OK
ASIC3,100063408,9311.0,ASIC3,OK
ASIC4,100056430,55515.0,ASIC4,OK
ASIC5,100062053,51802.0,ASIC5,OK
ASIP,100054335,434.0,ASIP,OK
ASL,100060801,435.0,ASL,OK
ASMT,100146729,438.0,ASMT,OK
ASNS,100063632,440.0,ASNS,OK
ASNSD1,100069270,110599588.0,ASDURF,OK
ASPA,100060454,443.0,ASPA,OK
ASPDH,111775246,554235.0,ASPDH,OK
ASPG,100060775,374569.0,ASPG,OK
ASPH,100065909,444.0,ASPH,OK
ASPHD1,100065947,253982.0,ASPHD1,OK
ASPHD2,100065200,57168.0,ASPHD2,OK
ASPM,100060893,259266.0,ASPM,OK
ASPN,100054817,54829.0,ASPN,OK
ASPRV1,100060803,151516.0,ASPRV1,OK
ASPSCR1,100054827,79058.0,ASPSCR1,OK
ASRGL1,100146576,,,NO_ORTHOLOG
ASS1,100069776,445.0,ASS1,OK
ASTE1,102149134,28990.0,ASTE1,OK
ASTL,100062491,431705.0,ASTL,OK
ASTN1,100062059,460.0,ASTN1,OK
ASTN2,100066934,23245.0,ASTN2,OK
ASXL1,100053850,171023.0,ASXL1,OK
ASXL2,100071411,55252.0,ASXL2,OK
ASXL3,100066642,80816.0,ASXL3,OK
ASZ1,100071245,136991.0,ASZ1,OK
ATAD1,100062416,84896.0,ATAD1,OK
ATAD2,100067061,29028.0,ATAD2,OK
ATAD2B,100071677,54454.0,ATAD2B,OK
ATAD5,100058527,79915.0,ATAD5,OK
ATAT1,100055595,79969.0,ATAT1,OK
ATCAY,100061498,85300.0,ATCAY,OK
ATE1,100064881,11101.0,ATE1,OK
ATE1OS,111772923,,,NO_ORTHOLOG
ATF1,100060298,466.0,ATF1,OK
ATF2,100053304,1386.0,ATF2,OK
ATF3,100050849,467.0,ATF3,OK
ATF4,100070334,468.0,ATF4,OK
ATF5,100146705,22809.0,ATF5,OK
ATF6,111773414,22926.0,ATF6,OK
ATF6B,100059348,1388.0,ATF6B,OK
ATF7IP,100063778,55729.0,ATF7IP,OK
ATF7IP2,100057122,80063.0,ATF7IP2,OK
ATG10,100073249,83734.0,ATG10,OK
ATG101,100062689,60673.0,ATG101,OK
ATG12,100073160,9140.0,ATG12,OK
ATG13,100050734,9776.0,ATG13,OK
ATG14,100050443,22863.0,ATG14,OK
ATG16L1,100064920,55054.0,ATG16L1,OK
ATG16L2,100146693,89849.0,ATG16L2,OK
ATG2A,100050653,23130.0,ATG2A,OK
ATG2B,100054652,55102.0,ATG2B,OK
ATG3,100061410,64422.0,ATG3,OK
ATG4A,100060165,115201.0,ATG4A,OK
ATG4B,100067797,23192.0,ATG4B,OK
ATG4C,100054106,84938.0,ATG4C,OK
ATG4D,100057841,84971.0,ATG4D,OK
ATG5,100066344,9474.0,ATG5,OK
ATG7,100051544,10533.0,ATG7,OK
ATG9A,100056136,79065.0,ATG9A,OK
ATG9B,100064027,285973.0,ATG9B,OK
ATIC,100054298,471.0,ATIC,OK
ATL1,100066513,51062.0,ATL1,OK
ATL2,100070059,64225.0,ATL2,OK
ATL3,100054275,25923.0,ATL3,OK
ATM,100061765,472.0,ATM,OK
ATMIN,100069801,23300.0,ATMIN,OK
ATN1,100060226,1822.0,ATN1,OK
ATOH1,100064944,474.0,ATOH1,OK
ATOH7,100147599,220202.0,ATOH7,OK
ATOH8,102149567,84913.0,ATOH8,OK
ATOSA,100069498,56204.0,ATOSA,OK
ATOSB,100055711,80256.0,ATOSB,OK
ATOX1,100071499,475.0,ATOX1,OK
ATP10A,100062211,57194.0,ATP10A,OK
ATP10B,100070951,23120.0,ATP10B,OK
ATP10D,100061624,57205.0,ATP10D,OK
ATP11A,100066940,23250.0,ATP11A,OK
ATP11B,100066562,23200.0,ATP11B,OK
ATP11C,100055432,286410.0,ATP11C,OK
ATP12A,100052912,479.0,ATP12A,OK
ATP13A1,100071205,57130.0,ATP13A1,OK
ATP13A2,100053155,23400.0,ATP13A2,OK
ATP13A3,100069072,79572.0,ATP13A3,OK
ATP13A4,100068981,84239.0,ATP13A4,OK
ATP13A5,100068956,344905.0,ATP13A5,OK
ATP1A1,100034139,476.0,ATP1A1,OK
ATP1A2,100058251,,,NO_ORTHOLOG
ATP1A3,100069796,478.0,ATP1A3,OK
ATP1A4,100058301,480.0,ATP1A4,OK
ATP1B1,100033968,481.0,ATP1B1,OK
ATP1B2,100073014,482.0,ATP1B2,OK
